Latitude,Longitude,Event,Depth [m],Species,Absolute Abundance
-3.815,-14.8967,GeoB1117-2,0.58,G. calida,3
-3.815,-14.8967,GeoB1117-2,0.58,G. falconensis,0
-3.815,-14.8967,GeoB1117-2,0.58,G. glutinata,26
-3.815,-14.8967,GeoB1117-2,0.58,G. hirsuta,0
-3.815,-14.8967,GeoB1117-2,0.58,H. pelagica,0
-3.815,-14.8967,GeoB1117-2,0.58,N. incompta,36
-3.815,-14.8967,GeoB1117-2,0.58,T. quinqueloba,19
-3.815,-14.8967,GeoB1117-2,0.58,G. ruber ruber,8
-3.815,-14.8967,GeoB1117-2,0.58,G. tumida,0
-3.815,-14.8967,GeoB1117-2,0.58,G. tenellus,1
-3.815,-14.8967,GeoB1117-2,0.58,G. conglobatus,0
-3.815,-14.8967,GeoB1117-2,0.58,G. conglomerata,0
-3.815,-14.8967,GeoB1117-2,0.58,G. cultrata,3
-3.815,-14.8967,GeoB1117-2,0.58,S. dehiscens,0
-3.815,-14.8967,GeoB1117-2,0.58,B. digitata,0
-3.815,-14.8967,GeoB1117-2,0.58,T. humilis,0
-3.815,-14.8967,GeoB1117-2,0.58,C. nitida,0
-3.815,-14.8967,GeoB1117-2,0.58,G. rubescens,7
-3.815,-14.8967,GeoB1117-2,0.58,G. hexagonus,0
-3.815,-14.8967,GeoB1117-2,0.58,G. uvula,0
-3.815,-14.8967,GeoB1117-2,0.58,P. obliquiloculata,8
-3.815,-14.8967,GeoB1117-2,0.58,D. anfracta,0
-3.815,-14.8967,GeoB1117-2,0.58,T. iota,0
-3.815,-14.8967,GeoB1117-2,0.58,G. truncatulinoides,30
-3.815,-14.8967,GeoB1117-2,0.58,T. sacculifer,61
-3.815,-14.8967,GeoB1117-2,0.63,G. bulloides,58
-3.815,-14.8967,GeoB1117-2,0.63,G. crassaformis,20
-3.815,-14.8967,GeoB1117-2,0.63,N. dutertrei,38
-3.815,-14.8967,GeoB1117-2,0.63,G. inflata,188
-3.815,-14.8967,GeoB1117-2,0.63,N. pachyderma,1
-3.815,-14.8967,GeoB1117-2,0.63,G. ruber albus,38
-3.815,-14.8967,GeoB1117-2,0.63,G. scitula,2
-3.815,-14.8967,GeoB1117-2,0.63,O. universa,11
-3.815,-14.8967,GeoB1117-2,0.63,G. eastropacia,11
-3.815,-14.8967,GeoB1117-2,0.63,G. calida,0
-3.815,-14.8967,GeoB1117-2,0.63,G. falconensis,2
-3.815,-14.8967,GeoB1117-2,0.63,G. glutinata,27
-3.815,-14.8967,GeoB1117-2,0.63,G. hirsuta,0
-3.815,-14.8967,GeoB1117-2,0.63,H. pelagica,0
-3.815,-14.8967,GeoB1117-2,0.63,N. incompta,131
-3.815,-14.8967,GeoB1117-2,0.63,T. quinqueloba,0
-3.815,-14.8967,GeoB1117-2,0.63,G. ruber ruber,0
-3.815,-14.8967,GeoB1117-2,0.63,G. tumida,0
-3.815,-14.8967,GeoB1117-2,0.63,G. tenellus,5
-3.815,-14.8967,GeoB1117-2,0.63,G. conglobatus,0
-3.815,-14.8967,GeoB1117-2,0.63,G. conglomerata,0
-3.815,-14.8967,GeoB1117-2,0.63,G. cultrata,0
-3.815,-14.8967,GeoB1117-2,0.63,S. dehiscens,0
-3.815,-14.8967,GeoB1117-2,0.63,B. digitata,0
-3.815,-14.8967,GeoB1117-2,0.63,T. humilis,0
-3.815,-14.8967,GeoB1117-2,0.63,C. nitida,0
-3.815,-14.8967,GeoB1117-2,0.63,G. rubescens,2
-3.815,-14.8967,GeoB1117-2,0.63,G. hexagonus,0
-3.815,-14.8967,GeoB1117-2,0.63,G. uvula,0
-3.815,-14.8967,GeoB1117-2,0.63,P. obliquiloculata,0
-3.815,-14.8967,GeoB1117-2,0.63,D. anfracta,0
-3.815,-14.8967,GeoB1117-2,0.63,T. iota,0
-3.815,-14.8967,GeoB1117-2,0.63,G. truncatulinoides,61
-3.815,-14.8967,GeoB1117-2,0.63,T. sacculifer,247
-24.69,7.24,GeoB1214-1,0.23,G. bulloides,125
-24.69,7.24,GeoB1214-1,0.23,G. crassaformis,3
-24.69,7.24,GeoB1214-1,0.23,N. dutertrei,2
-24.69,7.24,GeoB1214-1,0.23,G. inflata,103
-24.69,7.24,GeoB1214-1,0.23,N. pachyderma,21
-24.69,7.24,GeoB1214-1,0.23,G. ruber albus,51
-24.69,7.24,GeoB1214-1,0.23,G. scitula,1
-24.69,7.24,GeoB1214-1,0.23,O. universa,9
-24.69,7.24,GeoB1214-1,0.23,G. eastropacia,8
-24.69,7.24,GeoB1214-1,0.23,G. calida,1
-24.69,7.24,GeoB1214-1,0.23,G. falconensis,0
-24.69,7.24,GeoB1214-1,0.23,G. glutinata,58
-24.69,7.24,GeoB1214-1,0.23,G. hirsuta,3
-24.69,7.24,GeoB1214-1,0.23,H. pelagica,0
-24.69,7.24,GeoB1214-1,0.23,N. incompta,205
-24.69,7.24,GeoB1214-1,0.23,T. quinqueloba,6
-24.69,7.24,GeoB1214-1,0.23,G. ruber ruber,0
-24.69,7.24,GeoB1214-1,0.23,G. tumida,0
-24.69,7.24,GeoB1214-1,0.23,G. tenellus,7
-24.69,7.24,GeoB1214-1,0.23,G. conglobatus,0
-24.69,7.24,GeoB1214-1,0.23,G. conglomerata,0
-24.69,7.24,GeoB1214-1,0.23,G. cultrata,0
-24.69,7.24,GeoB1214-1,0.23,S. dehiscens,0
-24.69,7.24,GeoB1214-1,0.23,B. digitata,1
-24.69,7.24,GeoB1214-1,0.23,T. humilis,0
-24.69,7.24,GeoB1214-1,0.23,C. nitida,0
-24.69,7.24,GeoB1214-1,0.23,G. rubescens,10
-24.69,7.24,GeoB1214-1,0.23,G. hexagonus,0
-24.69,7.24,GeoB1214-1,0.23,G. uvula,0
-24.69,7.24,GeoB1214-1,0.23,P. obliquiloculata,0
-24.69,7.24,GeoB1214-1,0.23,D. anfracta,0
-24.69,7.24,GeoB1214-1,0.23,T. iota,3
-24.69,7.24,GeoB1214-1,0.23,G. truncatulinoides,111
-24.69,7.24,GeoB1214-1,0.23,T. sacculifer,55
-24.69,7.24,GeoB1214-1,0.28,G. bulloides,138
-24.69,7.24,GeoB1214-1,0.28,G. crassaformis,1
-24.69,7.24,GeoB1214-1,0.28,N. dutertrei,0
-24.69,7.24,GeoB1214-1,0.28,G. inflata,107
-24.69,7.24,GeoB1214-1,0.28,N. pachyderma,24
-24.69,7.24,GeoB1214-1,0.28,G. ruber albus,52
-24.69,7.24,GeoB1214-1,0.28,G. scitula,5
-24.69,7.24,GeoB1214-1,0.28,O. universa,8
-24.69,7.24,GeoB1214-1,0.28,G. eastropacia,9
-24.69,7.24,GeoB1214-1,0.28,G. calida,0
-24.69,7.24,GeoB1214-1,0.28,G. falconensis,2
-24.69,7.24,GeoB1214-1,0.28,G. glutinata,39
-24.69,7.24,GeoB1214-1,0.28,G. hirsuta,5
-24.69,7.24,GeoB1214-1,0.28,H. pelagica,0
-24.69,7.24,GeoB1214-1,0.28,N. incompta,243
-24.69,7.24,GeoB1214-1,0.28,T. quinqueloba,16
-24.69,7.24,GeoB1214-1,0.28,G. ruber ruber,0
-24.69,7.24,GeoB1214-1,0.28,G. tumida,0
-24.69,7.24,GeoB1214-1,0.28,G. tenellus,2
-24.69,7.24,GeoB1214-1,0.28,G. conglobatus,0
-24.69,7.24,GeoB1214-1,0.28,G. conglomerata,0
-24.69,7.24,GeoB1214-1,0.28,G. cultrata,0
-24.69,7.24,GeoB1214-1,0.28,S. dehiscens,0
-24.69,7.24,GeoB1214-1,0.28,B. digitata,1
-24.69,7.24,GeoB1214-1,0.28,T. humilis,0
-24.69,7.24,GeoB1214-1,0.28,C. nitida,0
-24.69,7.24,GeoB1214-1,0.28,G. rubescens,13
-24.69,7.24,GeoB1214-1,0.28,G. hexagonus,0
-24.69,7.24,GeoB1214-1,0.28,G. uvula,0
-24.69,7.24,GeoB1214-1,0.28,P. obliquiloculata,0
-24.69,7.24,GeoB1214-1,0.28,D. anfracta,0
-24.69,7.24,GeoB1214-1,0.28,T. iota,0
-24.69,7.24,GeoB1214-1,0.28,G. truncatulinoides,82
-24.69,7.24,GeoB1214-1,0.28,T. sacculifer,7
-24.0333,5.3067,GeoB1220-1,0.33,G. bulloides,60
-24.0333,5.3067,GeoB1220-1,0.33,G. crassaformis,0
-24.0333,5.3067,GeoB1220-1,0.33,N. dutertrei,0
-24.0333,5.3067,GeoB1220-1,0.33,G. inflata,45
-24.0333,5.3067,GeoB1220-1,0.33,N. pachyderma,12
-24.0333,5.3067,GeoB1220-1,0.33,G. ruber albus,0
-24.0333,5.3067,GeoB1220-1,0.33,G. scitula,3
-24.0333,5.3067,GeoB1220-1,0.33,O. universa,11
-24.0333,5.3067,GeoB1220-1,0.33,G. eastropacia,3
-24.0333,5.3067,GeoB1220-1,0.33,G. calida,6
-24.0333,5.3067,GeoB1220-1,0.33,G. falconensis,2
-24.0333,5.3067,GeoB1220-1,0.33,G. glutinata,17
-24.0333,5.3067,GeoB1220-1,0.33,G. hirsuta,3
-24.0333,5.3067,GeoB1220-1,0.33,H. pelagica,0
-24.0333,5.3067,GeoB1220-1,0.33,N. incompta,128
-24.0333,5.3067,GeoB1220-1,0.33,T. quinqueloba,0
-24.0333,5.3067,GeoB1220-1,0.33,G. ruber ruber,28
-24.0333,5.3067,GeoB1220-1,0.33,G. tumida,0
-24.0333,5.3067,GeoB1220-1,0.33,G. tenellus,0
-24.0333,5.3067,GeoB1220-1,0.33,G. conglobatus,2
-24.0333,5.3067,GeoB1220-1,0.33,G. conglomerata,0
-24.0333,5.3067,GeoB1220-1,0.33,G. cultrata,0
-24.0333,5.3067,GeoB1220-1,0.33,S. dehiscens,0
-24.0333,5.3067,GeoB1220-1,0.33,B. digitata,0
-24.0333,5.3067,GeoB1220-1,0.33,T. humilis,2
-24.0333,5.3067,GeoB1220-1,0.33,C. nitida,0
-24.0333,5.3067,GeoB1220-1,0.33,G. rubescens,5
-24.0333,5.3067,GeoB1220-1,0.33,G. hexagonus,0
-24.0333,5.3067,GeoB1220-1,0.33,G. uvula,0
-24.0333,5.3067,GeoB1220-1,0.33,P. obliquiloculata,0
-24.0333,5.3067,GeoB1220-1,0.33,D. anfracta,0
-24.0333,5.3067,GeoB1220-1,0.33,T. iota,0
-24.0333,5.3067,GeoB1220-1,0.33,G. truncatulinoides,72
-24.0333,5.3067,GeoB1220-1,0.33,T. sacculifer,1
-24.0333,5.3067,GeoB1220-1,0.38,G. bulloides,72
-24.0333,5.3067,GeoB1220-1,0.38,G. crassaformis,3
-24.0333,5.3067,GeoB1220-1,0.38,N. dutertrei,0
-24.0333,5.3067,GeoB1220-1,0.38,G. inflata,63
-24.0333,5.3067,GeoB1220-1,0.38,N. pachyderma,19
-24.0333,5.3067,GeoB1220-1,0.38,G. ruber albus,0
-24.0333,5.3067,GeoB1220-1,0.38,G. scitula,4
-24.0333,5.3067,GeoB1220-1,0.38,O. universa,8
-24.0333,5.3067,GeoB1220-1,0.38,G. eastropacia,5
-24.0333,5.3067,GeoB1220-1,0.38,G. calida,2
-24.0333,5.3067,GeoB1220-1,0.38,G. falconensis,6
-24.0333,5.3067,GeoB1220-1,0.38,G. glutinata,18
-24.0333,5.3067,GeoB1220-1,0.38,G. hirsuta,3
-24.0333,5.3067,GeoB1220-1,0.38,H. pelagica,0
-24.0333,5.3067,GeoB1220-1,0.38,N. incompta,106
-24.0333,5.3067,GeoB1220-1,0.38,T. quinqueloba,0
-24.0333,5.3067,GeoB1220-1,0.38,G. ruber ruber,35
-24.0333,5.3067,GeoB1220-1,0.38,G. tumida,0
-24.0333,5.3067,GeoB1220-1,0.38,G. tenellus,3
-24.0333,5.3067,GeoB1220-1,0.38,G. conglobatus,0
-24.0333,5.3067,GeoB1220-1,0.38,G. conglomerata,0
-24.0333,5.3067,GeoB1220-1,0.38,G. cultrata,0
-24.0333,5.3067,GeoB1220-1,0.38,S. dehiscens,0
-24.0333,5.3067,GeoB1220-1,0.38,B. digitata,0
-24.0333,5.3067,GeoB1220-1,0.38,T. humilis,0
-24.0333,5.3067,GeoB1220-1,0.38,C. nitida,0
-24.0333,5.3067,GeoB1220-1,0.38,G. rubescens,13
-24.0333,5.3067,GeoB1220-1,0.38,G. hexagonus,0
-24.0333,5.3067,GeoB1220-1,0.38,G. uvula,0
-24.0333,5.3067,GeoB1220-1,0.38,P. obliquiloculata,0
-24.0333,5.3067,GeoB1220-1,0.38,D. anfracta,0
-24.0333,5.3067,GeoB1220-1,0.38,T. iota,0
-24.0333,5.3067,GeoB1220-1,0.38,G. truncatulinoides,112
-24.0333,5.3067,GeoB1220-1,0.38,T. sacculifer,0
-35.2067,-26.765,GeoB1306-1,0.19,G. bulloides,102
-35.2067,-26.765,GeoB1306-1,0.19,G. crassaformis,0
-35.2067,-26.765,GeoB1306-1,0.19,N. dutertrei,0
-35.2067,-26.765,GeoB1306-1,0.19,G. inflata,101
-35.2067,-26.765,GeoB1306-1,0.19,N. pachyderma,2
-35.2067,-26.765,GeoB1306-1,0.19,G. ruber albus,34
-35.2067,-26.765,GeoB1306-1,0.19,G. scitula,0
-35.2067,-26.765,GeoB1306-1,0.19,O. universa,1
-35.2067,-26.765,GeoB1306-1,0.19,G. eastropacia,0
-35.2067,-26.765,GeoB1306-1,0.19,G. calida,0
-35.2067,-26.765,GeoB1306-1,0.19,G. falconensis,0
-35.2067,-26.765,GeoB1306-1,0.19,G. glutinata,2
-35.2067,-26.765,GeoB1306-1,0.19,G. hirsuta,10
-35.2067,-26.765,GeoB1306-1,0.19,H. pelagica,0
-35.2067,-26.765,GeoB1306-1,0.19,N. incompta,443
-35.2067,-26.765,GeoB1306-1,0.19,T. quinqueloba,0
-35.2067,-26.765,GeoB1306-1,0.19,G. ruber ruber,0
-35.2067,-26.765,GeoB1306-1,0.19,G. tumida,0
-35.2067,-26.765,GeoB1306-1,0.19,G. tenellus,0
-35.2067,-26.765,GeoB1306-1,0.19,G. conglobatus,0
-35.2067,-26.765,GeoB1306-1,0.19,G. conglomerata,0
-35.2067,-26.765,GeoB1306-1,0.19,G. cultrata,0
-35.2067,-26.765,GeoB1306-1,0.19,S. dehiscens,0
-35.2067,-26.765,GeoB1306-1,0.19,B. digitata,0
-35.2067,-26.765,GeoB1306-1,0.19,T. humilis,0
-35.2067,-26.765,GeoB1306-1,0.19,C. nitida,0
-35.2067,-26.765,GeoB1306-1,0.19,G. rubescens,0
-35.2067,-26.765,GeoB1306-1,0.19,G. hexagonus,0
-35.2067,-26.765,GeoB1306-1,0.19,G. uvula,0
-35.2067,-26.765,GeoB1306-1,0.19,P. obliquiloculata,0
-35.2067,-26.765,GeoB1306-1,0.19,D. anfracta,2
-35.2067,-26.765,GeoB1306-1,0.19,T. iota,0
-35.2067,-26.765,GeoB1306-1,0.19,G. truncatulinoides,174
-35.2067,-26.765,GeoB1306-1,0.19,T. sacculifer,0
-15.68,-9.455,GeoB1413-4,0.19,G. bulloides,61
-15.68,-9.455,GeoB1413-4,0.19,G. crassaformis,21
-15.68,-9.455,GeoB1413-4,0.19,N. dutertrei,10
-15.68,-9.455,GeoB1413-4,0.19,G. inflata,113
-15.68,-9.455,GeoB1413-4,0.19,N. pachyderma,1
-15.68,-9.455,GeoB1413-4,0.19,G. ruber albus,118
-15.68,-9.455,GeoB1413-4,0.19,G. scitula,5
-15.68,-9.455,GeoB1413-4,0.19,O. universa,6
-15.68,-9.455,GeoB1413-4,0.19,G. eastropacia,12
-15.68,-9.455,GeoB1413-4,0.19,G. calida,4
-15.68,-9.455,GeoB1413-4,0.19,G. falconensis,45
-15.68,-9.455,GeoB1413-4,0.19,G. glutinata,53
-15.68,-9.455,GeoB1413-4,0.19,G. hirsuta,0
-15.68,-9.455,GeoB1413-4,0.19,H. pelagica,0
-15.68,-9.455,GeoB1413-4,0.19,N. incompta,38
-15.68,-9.455,GeoB1413-4,0.19,T. quinqueloba,2
-15.68,-9.455,GeoB1413-4,0.19,G. ruber ruber,0
-15.68,-9.455,GeoB1413-4,0.19,G. tumida,0
-15.68,-9.455,GeoB1413-4,0.19,G. tenellus,11
-15.68,-9.455,GeoB1413-4,0.19,G. conglobatus,4
-15.68,-9.455,GeoB1413-4,0.19,G. conglomerata,0
-15.68,-9.455,GeoB1413-4,0.19,G. cultrata,0
-15.68,-9.455,GeoB1413-4,0.19,S. dehiscens,0
-15.68,-9.455,GeoB1413-4,0.19,B. digitata,1
-15.68,-9.455,GeoB1413-4,0.19,T. humilis,0
-15.68,-9.455,GeoB1413-4,0.19,C. nitida,0
-15.68,-9.455,GeoB1413-4,0.19,G. rubescens,12
-15.68,-9.455,GeoB1413-4,0.19,G. hexagonus,0
-15.68,-9.455,GeoB1413-4,0.19,G. uvula,0
-15.68,-9.455,GeoB1413-4,0.19,P. obliquiloculata,0
-15.68,-9.455,GeoB1413-4,0.19,D. anfracta,0
-15.68,-9.455,GeoB1413-4,0.19,T. iota,0
-15.68,-9.455,GeoB1413-4,0.19,G. truncatulinoides,215
-15.68,-9.455,GeoB1413-4,0.19,T. sacculifer,350
-15.68,-9.455,GeoB1413-4,0.23,G. bulloides,49
-15.68,-9.455,GeoB1413-4,0.23,G. crassaformis,13
-15.68,-9.455,GeoB1413-4,0.23,N. dutertrei,6
-15.68,-9.455,GeoB1413-4,0.23,G. inflata,75
-15.68,-9.455,GeoB1413-4,0.23,N. pachyderma,0
-15.68,-9.455,GeoB1413-4,0.23,G. ruber albus,92
-15.68,-9.455,GeoB1413-4,0.23,G. scitula,7
-15.68,-9.455,GeoB1413-4,0.23,O. universa,7
-15.68,-9.455,GeoB1413-4,0.23,G. eastropacia,13
-15.68,-9.455,GeoB1413-4,0.23,G. calida,3
-15.68,-9.455,GeoB1413-4,0.23,G. falconensis,38
-15.68,-9.455,GeoB1413-4,0.23,G. glutinata,37
-15.68,-9.455,GeoB1413-4,0.23,G. hirsuta,0
-15.68,-9.455,GeoB1413-4,0.23,H. pelagica,0
-15.68,-9.455,GeoB1413-4,0.23,N. incompta,37
-15.68,-9.455,GeoB1413-4,0.23,T. quinqueloba,0
-15.68,-9.455,GeoB1413-4,0.23,G. ruber ruber,0
-15.68,-9.455,GeoB1413-4,0.23,G. tumida,0
-15.68,-9.455,GeoB1413-4,0.23,G. tenellus,16
-15.68,-9.455,GeoB1413-4,0.23,G. conglobatus,1
-15.68,-9.455,GeoB1413-4,0.23,G. conglomerata,0
-15.68,-9.455,GeoB1413-4,0.23,G. cultrata,0
-15.68,-9.455,GeoB1413-4,0.23,S. dehiscens,0
-15.68,-9.455,GeoB1413-4,0.23,B. digitata,1
-15.68,-9.455,GeoB1413-4,0.23,T. humilis,0
-15.68,-9.455,GeoB1413-4,0.23,C. nitida,0
-15.68,-9.455,GeoB1413-4,0.23,G. rubescens,2
-15.68,-9.455,GeoB1413-4,0.23,G. hexagonus,0
-15.68,-9.455,GeoB1413-4,0.23,G. uvula,0
-15.68,-9.455,GeoB1413-4,0.23,P. obliquiloculata,1
-15.68,-9.455,GeoB1413-4,0.23,D. anfracta,0
-15.68,-9.455,GeoB1413-4,0.23,T. iota,0
-15.68,-9.455,GeoB1413-4,0.23,G. truncatulinoides,167
-15.68,-9.455,GeoB1413-4,0.23,T. sacculifer,147
-20.3667,-12.7067,GeoB1417-1,0.33,G. bulloides,128
-20.3667,-12.7067,GeoB1417-1,0.33,G. crassaformis,12
-20.3667,-12.7067,GeoB1417-1,0.33,N. dutertrei,7
-20.3667,-12.7067,GeoB1417-1,0.33,G. inflata,59
-20.3667,-12.7067,GeoB1417-1,0.33,N. pachyderma,0
-20.3667,-12.7067,GeoB1417-1,0.33,G. ruber albus,169
-20.3667,-12.7067,GeoB1417-1,0.33,G. scitula,17
-20.3667,-12.7067,GeoB1417-1,0.33,O. universa,6
-20.3667,-12.7067,GeoB1417-1,0.33,G. eastropacia,19
-20.3667,-12.7067,GeoB1417-1,0.33,G. calida,3
-20.3667,-12.7067,GeoB1417-1,0.33,G. falconensis,10
-20.3667,-12.7067,GeoB1417-1,0.33,G. glutinata,54
-20.3667,-12.7067,GeoB1417-1,0.33,G. hirsuta,0
-20.3667,-12.7067,GeoB1417-1,0.33,H. pelagica,0
-20.3667,-12.7067,GeoB1417-1,0.33,N. incompta,41
-20.3667,-12.7067,GeoB1417-1,0.33,T. quinqueloba,2
-20.3667,-12.7067,GeoB1417-1,0.33,G. ruber ruber,5
-20.3667,-12.7067,GeoB1417-1,0.33,G. tumida,0
-20.3667,-12.7067,GeoB1417-1,0.33,G. tenellus,17
-20.3667,-12.7067,GeoB1417-1,0.33,G. conglobatus,3
-20.3667,-12.7067,GeoB1417-1,0.33,G. conglomerata,0
-20.3667,-12.7067,GeoB1417-1,0.33,G. cultrata,0
-20.3667,-12.7067,GeoB1417-1,0.33,S. dehiscens,0
-20.3667,-12.7067,GeoB1417-1,0.33,B. digitata,1
-20.3667,-12.7067,GeoB1417-1,0.33,T. humilis,0
-20.3667,-12.7067,GeoB1417-1,0.33,C. nitida,1
-20.3667,-12.7067,GeoB1417-1,0.33,G. rubescens,38
-20.3667,-12.7067,GeoB1417-1,0.33,G. hexagonus,0
-20.3667,-12.7067,GeoB1417-1,0.33,G. uvula,0
-20.3667,-12.7067,GeoB1417-1,0.33,P. obliquiloculata,0
-20.3667,-12.7067,GeoB1417-1,0.33,D. anfracta,4
-20.3667,-12.7067,GeoB1417-1,0.33,T. iota,0
-20.3667,-12.7067,GeoB1417-1,0.33,G. truncatulinoides,306
-20.3667,-12.7067,GeoB1417-1,0.33,T. sacculifer,311
-20.3667,-12.7067,GeoB1417-1,0.38,G. bulloides,121
-20.3667,-12.7067,GeoB1417-1,0.38,G. crassaformis,13
-20.3667,-12.7067,GeoB1417-1,0.38,N. dutertrei,5
-20.3667,-12.7067,GeoB1417-1,0.38,G. inflata,85
-20.3667,-12.7067,GeoB1417-1,0.38,N. pachyderma,0
-20.3667,-12.7067,GeoB1417-1,0.38,G. ruber albus,173
-20.3667,-12.7067,GeoB1417-1,0.38,G. scitula,7
-20.3667,-12.7067,GeoB1417-1,0.38,O. universa,7
-20.3667,-12.7067,GeoB1417-1,0.38,G. eastropacia,15
-20.3667,-12.7067,GeoB1417-1,0.38,G. calida,8
-20.3667,-12.7067,GeoB1417-1,0.38,G. falconensis,17
-20.3667,-12.7067,GeoB1417-1,0.38,G. glutinata,67
-20.3667,-12.7067,GeoB1417-1,0.38,G. hirsuta,0
-20.3667,-12.7067,GeoB1417-1,0.38,H. pelagica,0
-20.3667,-12.7067,GeoB1417-1,0.38,N. incompta,14
-20.3667,-12.7067,GeoB1417-1,0.38,T. quinqueloba,0
-20.3667,-12.7067,GeoB1417-1,0.38,G. ruber ruber,5
-20.3667,-12.7067,GeoB1417-1,0.38,G. tumida,0
-20.3667,-12.7067,GeoB1417-1,0.38,G. tenellus,17
-20.3667,-12.7067,GeoB1417-1,0.38,G. conglobatus,8
-20.3667,-12.7067,GeoB1417-1,0.38,G. conglomerata,0
-20.3667,-12.7067,GeoB1417-1,0.38,G. cultrata,0
-20.3667,-12.7067,GeoB1417-1,0.38,S. dehiscens,0
-20.3667,-12.7067,GeoB1417-1,0.38,B. digitata,4
-20.3667,-12.7067,GeoB1417-1,0.38,T. humilis,2
-20.3667,-12.7067,GeoB1417-1,0.38,C. nitida,1
-20.3667,-12.7067,GeoB1417-1,0.38,G. rubescens,28
-20.3667,-12.7067,GeoB1417-1,0.38,G. hexagonus,0
-20.3667,-12.7067,GeoB1417-1,0.38,G. uvula,0
-20.3667,-12.7067,GeoB1417-1,0.38,P. obliquiloculata,0
-20.3667,-12.7067,GeoB1417-1,0.38,D. anfracta,0
-20.3667,-12.7067,GeoB1417-1,0.38,T. iota,2
-20.3667,-12.7067,GeoB1417-1,0.38,G. truncatulinoides,324
-20.3667,-12.7067,GeoB1417-1,0.38,T. sacculifer,419
-15.5367,-17.0683,GeoB1419-2,0.23,G. bulloides,85
-15.5367,-17.0683,GeoB1419-2,0.23,G. crassaformis,8
-15.5367,-17.0683,GeoB1419-2,0.23,N. dutertrei,2
-15.5367,-17.0683,GeoB1419-2,0.23,G. inflata,50
-15.5367,-17.0683,GeoB1419-2,0.23,N. pachyderma,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. ruber albus,221
-15.5367,-17.0683,GeoB1419-2,0.23,G. scitula,0
-15.5367,-17.0683,GeoB1419-2,0.23,O. universa,6
-15.5367,-17.0683,GeoB1419-2,0.23,G. eastropacia,9
-15.5367,-17.0683,GeoB1419-2,0.23,G. calida,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. falconensis,17
-15.5367,-17.0683,GeoB1419-2,0.23,G. glutinata,42
-15.5367,-17.0683,GeoB1419-2,0.23,G. hirsuta,0
-15.5367,-17.0683,GeoB1419-2,0.23,H. pelagica,0
-15.5367,-17.0683,GeoB1419-2,0.23,N. incompta,3
-15.5367,-17.0683,GeoB1419-2,0.23,T. quinqueloba,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. ruber ruber,2
-15.5367,-17.0683,GeoB1419-2,0.23,G. tumida,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. tenellus,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. conglobatus,6
-15.5367,-17.0683,GeoB1419-2,0.23,G. conglomerata,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. cultrata,0
-15.5367,-17.0683,GeoB1419-2,0.23,S. dehiscens,0
-15.5367,-17.0683,GeoB1419-2,0.23,B. digitata,4
-15.5367,-17.0683,GeoB1419-2,0.23,T. humilis,0
-15.5367,-17.0683,GeoB1419-2,0.23,C. nitida,1
-15.5367,-17.0683,GeoB1419-2,0.23,G. rubescens,48
-15.5367,-17.0683,GeoB1419-2,0.23,G. hexagonus,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. uvula,0
-15.5367,-17.0683,GeoB1419-2,0.23,P. obliquiloculata,0
-15.5367,-17.0683,GeoB1419-2,0.23,D. anfracta,1
-15.5367,-17.0683,GeoB1419-2,0.23,T. iota,0
-15.5367,-17.0683,GeoB1419-2,0.23,G. truncatulinoides,140
-15.5367,-17.0683,GeoB1419-2,0.23,T. sacculifer,513
-3.6783,-32.0067,GeoB1501-4,0.33,G. bulloides,8
-3.6783,-32.0067,GeoB1501-4,0.33,G. crassaformis,1
-3.6783,-32.0067,GeoB1501-4,0.33,N. dutertrei,42
-3.6783,-32.0067,GeoB1501-4,0.33,G. inflata,13
-3.6783,-32.0067,GeoB1501-4,0.33,N. pachyderma,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. ruber albus,154
-3.6783,-32.0067,GeoB1501-4,0.33,G. scitula,0
-3.6783,-32.0067,GeoB1501-4,0.33,O. universa,7
-3.6783,-32.0067,GeoB1501-4,0.33,G. eastropacia,23
-3.6783,-32.0067,GeoB1501-4,0.33,G. calida,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. falconensis,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. glutinata,32
-3.6783,-32.0067,GeoB1501-4,0.33,G. hirsuta,0
-3.6783,-32.0067,GeoB1501-4,0.33,H. pelagica,0
-3.6783,-32.0067,GeoB1501-4,0.33,N. incompta,27
-3.6783,-32.0067,GeoB1501-4,0.33,T. quinqueloba,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. ruber ruber,8
-3.6783,-32.0067,GeoB1501-4,0.33,G. tumida,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. tenellus,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. conglobatus,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. conglomerata,0
-3.6783,-32.0067,GeoB1501-4,0.33,G. cultrata,2
-3.6783,-32.0067,GeoB1501-4,0.33,S. dehiscens,0
-3.6783,-32.0067,GeoB1501-4,0.33,B. digitata,0
